CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,CodingScore,PlacementStatus
7.99,2,3,1,85,4.31,Yes,Yes,68,81,19,Placed
7.8,1,2,0,81,4.21,No,Yes,72,64,16,NotPlaced
7.91,2,1,2,72,4.0,No,Yes,63,76,13,NotPlaced
7.77,1,1,2,74,4.35,Yes,No,65,67,17,NotPlaced
7.97,2,3,1,82,4.39,Yes,Yes,77,87,17,Placed
7.3,1,1,2,79,4.8,No,Yes,79,85,29,Placed
7.75,1,0,2,76,3.68,No,No,62,67,10,NotPlaced
8.05,1,2,1,79,4.11,No,Yes,61,75,21,NotPlaced
7.59,0,2,0,85,4.27,No,Yes,68,69,16,NotPlaced
8.45,1,1,1,82,4.8,Yes,Yes,74,79,20,Placed
7.7,2,1,0,82,3.96,No,Yes,71,76,6,NotPlaced
7.67,2,3,2,86,4.28,No,Yes,79,78,23,Placed
7.64,1,3,2,74,4.07,No,No,66,68,11,NotPlaced
7.51,2,2,0,85,4.36,Yes,No,73,80,16,Placed
7.71,1,2,2,70,3.75,No,Yes,67,73,16,NotPlaced
8.21,2,3,0,90,4.57,Yes,Yes,81,84,25,Placed
7.59,0,2,2,75,4.11,No,No,69,74,10,NotPlaced
7.6,1,3,0,90,4.54,Yes,Yes,59,81,22,Placed
6.99,1,1,3,78,4.05,No,Yes,71,72,14,NotPlaced
7.91,2,2,0,88,4.48,No,Yes,77,87,23,Placed
7.97,0,3,2,78,4.8,No,No,71,77,27,Placed
7.54,1,2,3,74,4.25,No,Yes,68,70,16,NotPlaced
8.17,1,2,2,82,4.65,Yes,Yes,75,83,28,Placed
7.02,1,2,1,69,4.43,No,No,66,67,14,NotPlaced
8.4,1,2,2,86,4.5,Yes,Yes,88,74,21,Placed
8.95,2,3,2,86,4.51,Yes,Yes,67,80,21,Placed
7.7,2,3,2,82,4.03,Yes,Yes,71,77,25,Placed
7.66,1,3,2,67,4.5,No,Yes,74,65,11,NotPlaced
7.92,1,2,0,81,4.31,Yes,Yes,72,78,8,NotPlaced
7.25,1,3,1,70,4.03,No,Yes,64,69,11,NotPlaced
7.02,1,1,1,69,4.62,No,Yes,55,68,13,NotPlaced
7.1,2,2,1,83,4.46,Yes,Yes,71,82,19,Placed
7.92,1,2,0,71,3.75,No,No,67,65,19,NotPlaced
8.17,2,3,2,84,4.67,Yes,Yes,83,81,23,Placed
8.43,2,3,2,86,4.46,Yes,Yes,66,74,27,Placed
7.81,1,2,2,76,4.18,No,No,55,73,6,NotPlaced
7.79,1,3,0,79,4.53,No,Yes,71,70,12,NotPlaced
7.46,1,1,0,74,3.75,Yes,Yes,68,79,12,NotPlaced
7.51,0,3,2,88,4.8,No,Yes,65,88,25,Placed
7.66,1,1,1,78,3.95,No,No,65,75,15,NotPlaced
8.75,0,3,2,80,4.7,Yes,Yes,78,76,25,Placed
7.39,0,3,2,79,4.12,No,Yes,61,66,17,NotPlaced
7.29,1,1,2,77,4.38,No,Yes,73,57,17,NotPlaced
6.65,1,3,2,78,4.46,No,No,71,73,7,NotPlaced
7.12,1,3,0,76,4.06,No,Yes,63,66,11,NotPlaced
7.31,2,3,2,90,4.8,Yes,Yes,80,76,19,Placed
8.08,2,2,0,87,4.4,Yes,Yes,74,80,18,Placed
7.78,1,2,0,85,4.8,Yes,Yes,60,79,19,Placed
7.92,2,1,2,82,4.47,Yes,Yes,70,80,22,Placed
8.67,0,3,2,80,4.8,Yes,Yes,68,81,20,Placed
7.85,1,2,2,78,3.83,No,Yes,65,64,13,NotPlaced
6.62,1,1,1,84,4.12,Yes,No,74,68,16,NotPlaced
7.52,0,3,2,76,4.37,No,No,57,69,14,NotPlaced
7.59,1,2,2,86,4.04,No,Yes,63,70,11,NotPlaced
8.57,2,3,2,84,4.56,No,Yes,76,82,22,Placed
7.88,1,2,3,82,4.29,Yes,Yes,74,80,17,Placed
8.1,1,1,2,84,4.63,Yes,Yes,64,73,18,Placed
6.67,0,3,2,85,4.47,Yes,Yes,72,84,27,Placed
7.69,0,3,2,69,3.95,No,No,76,75,5,NotPlaced
7.32,2,2,0,78,3.98,No,Yes,67,74,7,NotPlaced
8.07,1,3,2,85,4.13,No,No,65,71,2,NotPlaced
7.95,1,3,0,78,3.91,No,No,66,75,4,NotPlaced
7.71,2,2,0,84,4.61,Yes,Yes,65,76,18,Placed
7.79,1,3,1,76,4.22,No,No,64,71,13,NotPlaced
7.17,1,3,1,77,4.07,No,No,63,68,10,NotPlaced
8.13,0,3,2,84,4.33,Yes,Yes,81,74,25,Placed
8.15,2,1,1,89,4.53,Yes,Yes,78,82,16,Placed
7.84,0,2,1,82,4.32,Yes,Yes,79,87,20,Placed
7.03,1,2,2,83,3.49,No,No,65,69,11,NotPlaced
7.67,1,3,1,75,4.65,No,Yes,63,73,9,NotPlaced
7.62,1,3,2,74,4.3,No,Yes,59,68,14,NotPlaced
7.86,1,3,1,84,4.72,Yes,Yes,79,81,19,Placed
8.04,1,3,2,72,4.27,No,No,63,82,17,NotPlaced
7.06,0,2,2,66,4.44,No,Yes,65,61,14,NotPlaced
7.71,1,1,2,69,3.99,No,Yes,61,70,9,NotPlaced
7.47,2,3,1,88,4.27,Yes,Yes,69,85,19,Placed
6.89,1,2,2,76,4.14,No,No,62,72,1,NotPlaced
7.99,0,2,2,90,4.31,Yes,Yes,73,85,16,Placed
7.44,2,2,2,74,4.23,No,Yes,63,67,11,NotPlaced
7.43,1,3,2,81,4.54,Yes,Yes,76,81,20,Placed
6.86,1,1,2,77,3.95,No,No,58,71,10,NotPlaced
7.88,1,3,2,80,4.57,No,No,68,80,16,NotPlaced
7.58,2,2,0,78,4.16,No,No,64,66,12,NotPlaced
7.44,1,2,1,76,3.78,No,Yes,80,75,6,NotPlaced
8.05,2,3,0,85,4.8,Yes,Yes,80,76,21,Placed
7.71,0,1,2,82,4.52,Yes,Yes,67,72,14,Placed
7.34,0,2,2,74,4.18,No,No,61,68,9,NotPlaced
8.9,0,3,2,81,4.42,Yes,No,76,76,26,Placed
8.0,2,3,0,83,4.16,Yes,Yes,86,72,23,Placed
7.53,1,1,2,82,4.45,No,No,66,62,16,NotPlaced
8.47,2,3,2,87,4.43,Yes,Yes,68,77,20,Placed
8.02,0,3,2,85,4.45,Yes,Yes,71,78,20,Placed
7.46,1,3,0,85,4.65,Yes,Yes,74,82,27,Placed
8.76,1,3,0,80,4.77,Yes,No,73,87,22,Placed
7.32,1,2,1,72,3.89,No,Yes,78,71,10,NotPlaced
8.47,2,2,1,81,4.77,Yes,Yes,67,79,17,Placed
6.5,1,2,2,66,3.96,Yes,No,60,71,18,NotPlaced
7.46,1,2,2,80,4.38,No,No,68,66,2,NotPlaced
7.83,1,1,2,80,4.73,No,Yes,70,79,25,Placed
7.9,1,1,2,67,4.3,No,No,66,71,8,NotPlaced
8.78,2,3,0,82,4.62,Yes,No,75,88,24,Placed
7.43,0,2,3,67,4.21,No,Yes,56,77,10,NotPlaced
6.86,0,2,2,72,4.2,Yes,No,68,66,16,NotPlaced
8.06,1,1,1,77,3.89,No,Yes,55,68,9,NotPlaced
7.3,2,3,2,83,4.14,Yes,Yes,69,71,17,Placed
7.61,1,2,2,81,4.76,No,Yes,66,76,8,NotPlaced
7.36,1,3,2,84,4.71,No,Yes,81,76,21,Placed
6.92,2,2,0,73,3.62,No,Yes,68,68,9,NotPlaced
8.42,0,2,2,85,4.61,Yes,Yes,75,73,27,Placed
7.26,1,2,2,78,4.43,No,No,64,72,15,NotPlaced
8.02,1,3,2,85,4.64,Yes,Yes,70,75,23,Placed
8.39,0,3,0,81,4.18,Yes,Yes,73,71,20,Placed
8.43,0,3,2,85,4.53,Yes,Yes,67,78,19,Placed
7.72,0,3,2,87,4.65,Yes,Yes,71,72,19,Placed
7.87,1,3,2,79,4.35,No,No,64,67,11,NotPlaced
8.11,2,3,2,90,4.47,Yes,Yes,75,79,22,Placed
7.77,2,3,2,88,4.26,Yes,Yes,72,83,29,Placed
7.13,1,3,0,76,4.04,No,No,55,71,5,NotPlaced
7.09,1,2,0,71,4.06,No,No,69,70,12,NotPlaced
8.27,1,2,2,78,4.47,Yes,No,70,80,23,Placed
7.9,1,2,2,76,4.47,No,No,63,71,12,NotPlaced
7.56,1,3,2,80,4.2,Yes,Yes,71,87,16,Placed
7.24,1,2,2,72,4.4,No,Yes,65,77,10,NotPlaced
8.12,0,3,0,74,4.64,No,Yes,63,71,10,NotPlaced
6.69,1,2,0,74,4.06,No,Yes,59,68,7,NotPlaced
7.5,1,3,0,76,4.29,No,No,72,77,13,NotPlaced
7.17,0,1,0,74,4.48,Yes,Yes,73,88,27,Placed
7.92,1,3,2,84,4.62,No,Yes,80,78,19,Placed
7.07,0,1,0,69,4.17,No,Yes,58,71,9,NotPlaced
8.1,2,2,0,85,4.66,Yes,Yes,70,88,16,Placed
7.39,1,3,1,80,4.0,No,No,59,76,13,NotPlaced
7.41,1,2,2,76,3.61,Yes,No,68,77,18,NotPlaced
7.72,2,2,2,87,4.25,Yes,Yes,76,88,20,Placed
7.26,1,2,0,77,4.33,No,No,64,74,16,NotPlaced
8.33,0,2,2,80,4.14,No,Yes,57,72,11,NotPlaced
7.13,1,2,2,79,4.08,No,Yes,61,66,17,NotPlaced
6.9,1,3,1,83,4.2,Yes,No,63,72,9,NotPlaced
7.79,2,3,2,89,4.47,Yes,Yes,64,71,15,Placed
7.51,2,1,0,74,4.39,No,No,61,71,5,NotPlaced
7.67,1,3,2,84,4.52,Yes,Yes,79,84,30,Placed
7.56,0,2,1,81,4.14,No,No,73,73,22,NotPlaced
7.59,1,3,2,82,4.08,No,No,55,68,12,NotPlaced
8.5,1,3,0,81,4.47,No,Yes,77,73,21,Placed
6.5,1,2,2,85,4.06,No,Yes,66,66,11,NotPlaced
8.71,1,3,0,83,4.8,Yes,Yes,82,81,19,Placed
7.27,1,2,0,72,4.42,No,No,70,68,15,NotPlaced
7.45,1,1,2,65,3.74,No,No,72,72,13,NotPlaced
7.22,0,2,1,69,3.81,No,Yes,63,74,11,NotPlaced
7.63,2,2,1,82,4.57,No,Yes,62,74,7,NotPlaced
7.57,0,3,1,72,4.02,No,Yes,73,67,9,NotPlaced
7.47,1,1,1,78,4.52,No,No,60,69,10,NotPlaced
7.35,1,2,2,80,4.18,No,No,55,71,9,NotPlaced
7.49,1,3,0,76,4.52,No,Yes,65,72,6,NotPlaced
7.84,1,2,1,76,4.38,No,Yes,61,79,10,NotPlaced
8.05,1,3,2,83,3.96,No,Yes,67,88,21,Placed
8.05,2,1,0,79,4.71,Yes,Yes,74,84,28,Placed
6.92,2,3,1,82,4.23,Yes,Yes,65,82,15,Placed
7.86,1,1,2,88,4.4,Yes,Yes,82,83,21,Placed
7.7,1,3,3,86,4.61,Yes,Yes,76,80,25,Placed
7.54,1,2,2,78,4.42,No,No,60,67,15,NotPlaced
8.27,1,3,2,87,4.65,Yes,Yes,71,78,12,Placed
7.72,2,3,2,81,4.55,Yes,Yes,87,79,27,Placed
7.6,2,2,2,83,4.8,Yes,Yes,75,74,21,Placed
8.33,2,3,0,82,4.45,Yes,Yes,70,85,26,Placed
7.71,2,2,2,86,4.63,Yes,Yes,76,87,23,Placed
8.32,1,3,2,84,4.47,Yes,Yes,72,82,26,Placed
8.9,2,3,1,88,4.37,Yes,Yes,84,82,21,Placed
7.48,1,2,1,78,4.26,No,No,61,72,8,NotPlaced
7.76,1,1,2,83,4.8,Yes,Yes,79,81,21,Placed
7.85,1,2,0,78,4.16,No,No,68,64,4,NotPlaced
8.78,1,1,1,84,4.49,Yes,Yes,73,88,26,Placed
7.38,1,3,2,81,4.64,Yes,Yes,73,81,30,Placed
8.56,1,3,2,80,4.18,No,Yes,72,86,16,Placed
8.73,2,3,2,85,4.29,No,Yes,71,74,14,Placed
7.54,1,1,1,79,4.01,No,No,69,74,12,NotPlaced
7.44,1,3,2,81,3.89,No,Yes,66,68,10,NotPlaced
7.46,0,2,2,73,4.44,Yes,No,55,78,8,NotPlaced
7.83,2,2,2,80,4.16,Yes,No,55,61,12,NotPlaced
7.66,0,1,2,73,3.71,Yes,No,62,74,5,NotPlaced
7.65,2,3,1,82,4.7,Yes,Yes,82,76,25,Placed
8.08,2,3,1,84,4.15,Yes,Yes,89,83,24,Placed
7.6,0,3,1,74,3.89,No,No,65,67,20,NotPlaced
8.2,1,3,2,82,4.8,Yes,Yes,57,83,23,Placed
7.82,2,3,0,84,4.64,Yes,Yes,77,87,26,Placed
7.12,0,2,0,73,4.42,No,Yes,65,74,11,NotPlaced
8.02,1,2,0,75,4.22,No,Yes,63,71,16,NotPlaced
7.58,1,3,2,81,4.57,Yes,Yes,73,76,23,Placed
8.03,1,3,1,66,3.68,Yes,No,58,67,17,NotPlaced
7.1,1,2,2,78,4.21,No,Yes,58,68,11,NotPlaced
8.39,2,3,0,75,3.91,No,No,58,72,6,NotPlaced
6.96,2,1,2,72,3.92,No,Yes,65,70,12,NotPlaced
7.63,1,2,3,70,4.45,No,No,61,84,4,NotPlaced
6.81,1,3,2,78,4.59,Yes,Yes,74,85,19,Placed
7.9,2,3,0,83,4.26,No,No,69,71,3,NotPlaced
7.85,1,2,2,77,4.59,Yes,No,70,69,22,NotPlaced
7.64,0,2,0,73,3.9,No,No,59,66,5,NotPlaced
7.21,2,3,1,75,4.01,No,No,57,68,11,NotPlaced
7.65,1,2,0,71,4.2,No,No,75,73,15,NotPlaced
7.92,1,0,3,75,4.22,No,No,66,75,10,NotPlaced
7.82,1,3,0,82,4.65,Yes,Yes,81,80,27,Placed
7.31,1,2,1,84,3.92,No,Yes,79,64,11,NotPlaced
6.86,0,3,1,73,4.4,No,No,64,66,6,NotPlaced
8.7,1,3,2,82,4.8,No,Yes,63,78,30,Placed
7.2,0,3,2,75,4.32,No,No,69,69,5,NotPlaced
7.66,1,3,2,77,4.49,No,Yes,57,67,6,NotPlaced
9.1,0,3,2,84,4.23,Yes,Yes,76,80,9,Placed
7.15,2,2,0,79,4.43,No,No,67,67,16,NotPlaced
8.52,1,3,1,76,4.28,Yes,No,71,70,7,NotPlaced
8.25,1,3,2,87,4.19,No,Yes,61,77,24,Placed
7.38,1,3,0,73,4.28,No,No,64,73,20,NotPlaced
8.11,1,2,2,84,4.76,Yes,No,84,81,27,Placed
8.89,2,1,2,89,4.54,No,Yes,82,81,28,Placed
7.15,2,3,2,74,4.09,No,Yes,55,78,5,NotPlaced
7.52,2,2,0,77,4.72,Yes,No,77,70,23,Placed
8.34,1,2,2,83,4.59,Yes,Yes,81,69,18,Placed
6.76,1,3,2,74,4.32,No,No,65,74,17,NotPlaced
7.4,1,2,0,81,4.43,No,No,61,63,7,NotPlaced
8.5,2,2,2,82,4.8,Yes,Yes,74,74,29,Placed
7.56,0,2,0,77,4.49,No,Yes,62,73,16,NotPlaced
7.81,1,2,0,82,4.22,No,No,59,70,12,NotPlaced
8.35,2,3,2,85,4.51,No,Yes,79,87,15,Placed
7.16,0,3,2,90,4.58,Yes,Yes,84,83,26,Placed
8.75,2,2,3,80,4.43,Yes,Yes,73,76,21,Placed
8.17,0,3,0,79,4.27,Yes,Yes,74,86,23,Placed
6.9,0,2,0,79,4.09,No,Yes,71,73,4,NotPlaced
6.98,1,3,0,77,4.16,No,No,67,71,15,NotPlaced
7.0,1,2,0,72,4.51,No,No,64,70,9,NotPlaced
7.17,0,1,0,74,3.9,Yes,Yes,61,76,17,NotPlaced
7.21,0,1,2,74,4.66,Yes,Yes,69,76,8,NotPlaced
7.17,2,3,1,81,4.55,No,Yes,64,81,6,NotPlaced
8.11,2,2,2,85,4.37,Yes,Yes,81,80,20,Placed
7.71,2,1,0,81,4.39,Yes,Yes,71,80,24,Placed
7.69,1,3,2,81,3.72,No,No,69,70,10,NotPlaced
7.79,1,3,2,87,4.71,Yes,Yes,65,76,20,Placed
8.22,1,3,2,87,4.42,Yes,Yes,81,81,16,Placed
7.63,1,1,2,82,3.92,No,Yes,68,75,5,NotPlaced
8.26,1,2,1,82,4.41,No,No,72,82,20,Placed
7.72,2,3,2,83,4.69,Yes,Yes,69,85,21,Placed
7.54,0,1,0,83,4.32,No,Yes,61,68,16,NotPlaced
7.65,1,2,2,75,3.9,No,No,66,79,20,NotPlaced
7.58,1,3,0,90,4.6,Yes,Yes,69,88,22,Placed
8.39,2,3,2,87,4.38,Yes,Yes,70,75,19,Placed
7.51,0,3,2,79,4.33,No,Yes,79,82,16,Placed
7.3,1,2,1,67,4.51,Yes,No,73,76,7,NotPlaced
7.22,1,3,0,82,4.03,No,Yes,65,63,13,NotPlaced
8.17,1,1,2,85,4.56,Yes,Yes,67,84,20,Placed
8.1,0,3,2,84,4.66,Yes,Yes,74,74,15,Placed
7.39,2,1,2,76,4.12,No,No,71,81,1,NotPlaced
8.59,1,3,1,70,4.17,No,Yes,69,78,11,NotPlaced
7.02,0,2,0,76,3.86,No,No,69,69,8,NotPlaced
7.27,1,3,2,79,4.06,No,No,73,70,10,NotPlaced
8.53,0,3,2,85,4.41,No,Yes,78,80,21,Placed
8.1,1,3,0,83,4.39,Yes,Yes,71,79,26,Placed
8.21,0,3,2,84,4.5,Yes,Yes,71,75,19,Placed
7.46,1,1,0,85,4.12,Yes,Yes,61,75,16,NotPlaced
7.67,2,3,2,85,4.44,Yes,Yes,80,69,22,Placed
8.17,0,1,2,81,4.19,No,No,65,62,9,NotPlaced
7.34,1,1,0,74,4.32,Yes,Yes,64,75,8,NotPlaced
7.05,1,1,0,76,4.26,No,No,65,64,9,NotPlaced
8.1,2,3,3,82,4.2,Yes,Yes,77,87,30,Placed
7.45,1,1,2,76,3.49,No,No,63,71,8,NotPlaced
7.82,1,2,2,80,4.25,Yes,Yes,68,85,26,Placed
6.5,0,3,2,76,3.98,No,Yes,68,78,11,NotPlaced
7.98,2,3,2,86,4.72,Yes,Yes,72,77,22,Placed
7.84,1,3,2,83,3.87,No,No,72,66,15,NotPlaced
7.46,0,1,2,76,4.72,No,No,65,76,9,NotPlaced
8.65,1,3,2,88,4.34,Yes,Yes,70,81,27,Placed
7.91,1,3,2,83,4.8,Yes,Yes,72,82,20,Placed
8.11,2,3,2,81,4.65,Yes,Yes,73,74,24,Placed
7.92,1,3,2,86,4.27,Yes,No,73,77,20,Placed
7.66,1,2,0,75,4.21,No,No,63,74,17,NotPlaced
7.63,1,2,3,74,4.38,No,No,69,69,16,NotPlaced
7.86,1,1,2,86,4.8,Yes,Yes,70,79,28,Placed
7.22,2,3,1,69,4.32,No,Yes,59,73,13,NotPlaced
7.65,0,1,2,83,4.69,No,Yes,80,75,15,Placed
7.88,0,3,1,88,4.52,Yes,Yes,72,82,20,Placed
7.71,1,3,1,77,4.5,No,No,71,72,1,NotPlaced
8.04,1,3,2,81,4.7,Yes,Yes,70,80,19,Placed
7.38,1,1,0,64,3.85,No,No,56,62,5,NotPlaced
7.2,1,3,1,69,3.81,No,Yes,73,59,27,NotPlaced
7.8,2,2,2,75,4.46,No,Yes,61,68,14,NotPlaced
7.33,1,3,0,81,3.85,No,No,63,77,9,NotPlaced
8.41,1,3,0,82,4.4,Yes,Yes,88,83,21,Placed
7.41,1,3,3,81,4.68,Yes,Yes,76,80,15,Placed
7.7,0,2,2,76,3.94,No,Yes,66,64,2,NotPlaced
7.99,0,2,1,75,4.41,No,Yes,66,73,17,NotPlaced
8.31,2,2,2,87,4.41,No,Yes,84,78,15,Placed
8.21,2,2,2,82,4.43,Yes,Yes,66,79,18,Placed
7.79,1,3,2,87,4.55,Yes,Yes,74,77,19,Placed
7.37,1,2,0,71,4.02,No,Yes,67,73,11,NotPlaced
8.3,2,3,0,84,4.39,Yes,Yes,69,87,13,Placed
6.63,0,2,0,71,4.8,No,No,67,73,12,NotPlaced
7.75,0,2,2,68,4.37,No,No,74,71,11,NotPlaced
7.03,1,3,0,83,4.38,Yes,Yes,64,79,20,Placed
8.41,1,1,2,82,4.56,Yes,Yes,73,81,22,Placed
7.44,0,3,2,80,4.21,Yes,No,64,68,4,NotPlaced
7.4,0,3,2,88,4.78,Yes,Yes,70,85,19,Placed
6.9,2,2,3,76,4.19,No,No,67,66,15,NotPlaced
6.81,1,2,2,76,4.37,Yes,Yes,67,69,9,NotPlaced
7.28,1,2,2,71,4.78,No,No,60,74,14,NotPlaced
8.07,1,1,0,77,4.1,No,Yes,58,78,15,NotPlaced
8.75,2,3,0,80,4.8,Yes,Yes,88,73,17,Placed
7.12,1,1,0,82,4.8,Yes,No,67,76,9,NotPlaced
7.84,1,3,2,83,4.29,No,Yes,67,82,18,Placed
7.66,1,2,2,81,3.98,No,Yes,62,75,13,NotPlaced
7.3,2,2,3,81,3.9,No,Yes,71,71,12,NotPlaced
7.23,1,1,0,80,3.93,No,No,62,72,8,NotPlaced
7.09,0,3,2,71,4.18,No,No,57,80,4,NotPlaced
7.43,1,1,2,90,4.51,Yes,Yes,80,78,21,Placed
8.4,2,3,2,84,4.8,Yes,Yes,89,78,20,Placed
7.14,1,3,2,85,4.4,Yes,No,75,81,22,Placed
7.33,1,2,2,85,4.01,No,No,65,71,11,NotPlaced
7.15,2,3,2,81,4.18,No,Yes,64,80,12,NotPlaced
7.96,0,3,1,83,4.78,Yes,Yes,68,84,24,Placed
6.98,1,2,1,74,4.02,No,Yes,55,68,17,NotPlaced
7.43,0,2,0,81,4.49,No,No,62,71,12,NotPlaced
8.51,1,3,0,79,4.19,Yes,Yes,74,78,21,Placed
7.14,1,2,0,67,3.98,No,Yes,67,73,12,NotPlaced
7.64,2,2,2,84,4.43,Yes,No,82,82,17,Placed
7.65,2,2,0,85,4.73,Yes,Yes,68,74,16,Placed
7.63,2,3,1,85,4.46,No,Yes,73,77,20,Placed
8.66,1,2,1,79,3.99,No,No,67,70,15,NotPlaced
7.27,2,3,2,81,4.72,No,Yes,74,80,18,Placed
6.99,1,3,2,80,4.46,No,No,72,70,7,NotPlaced
7.66,0,1,1,73,3.91,No,Yes,62,79,12,NotPlaced
7.13,1,2,2,77,4.39,No,Yes,71,72,7,NotPlaced
7.05,1,2,2,77,3.99,No,Yes,67,70,16,NotPlaced
7.07,1,3,2,82,4.56,No,Yes,61,62,7,NotPlaced
7.6,1,3,0,77,4.4,No,Yes,57,71,11,NotPlaced
7.94,1,2,2,71,4.33,Yes,No,64,70,10,NotPlaced
7.25,0,2,0,76,4.11,No,No,65,66,3,NotPlaced
7.76,2,3,2,83,4.45,Yes,No,76,81,22,Placed
8.45,2,3,1,80,4.16,Yes,No,79,81,15,Placed
6.5,1,2,2,79,4.32,No,No,60,76,9,NotPlaced
8.06,2,2,2,86,4.53,Yes,Yes,72,79,13,Placed
7.51,1,3,2,73,4.16,No,No,68,65,3,NotPlaced
7.42,2,2,1,87,4.55,Yes,No,73,82,22,Placed
6.95,1,2,2,72,4.66,No,Yes,65,78,9,NotPlaced
7.67,2,1,2,88,4.46,Yes,Yes,78,78,21,Placed
7.86,1,3,0,76,4.15,No,No,67,72,12,NotPlaced
7.03,0,3,0,76,4.3,No,Yes,67,75,15,NotPlaced
6.72,1,1,0,78,4.7,No,Yes,57,70,13,NotPlaced
8.0,2,3,3,88,4.34,Yes,Yes,72,79,20,Placed
8.68,1,3,0,73,4.05,No,Yes,60,77,11,NotPlaced
7.99,0,2,0,83,4.75,Yes,Yes,64,78,21,Placed
8.23,2,3,0,90,4.44,Yes,Yes,80,82,20,Placed
7.56,2,3,0,82,4.56,Yes,Yes,87,80,20,Placed
8.34,1,1,1,83,4.37,Yes,Yes,78,83,23,Placed
7.23,1,3,2,78,3.71,No,No,68,73,10,NotPlaced
7.39,1,2,0,78,3.84,No,No,63,66,13,NotPlaced
7.18,0,2,0,83,4.21,No,No,60,68,10,NotPlaced
6.9,2,3,2,76,4.51,No,No,62,67,11,NotPlaced
7.73,2,3,2,88,4.78,Yes,Yes,70,84,21,Placed
8.11,1,2,3,76,3.8,No,No,67,71,6,NotPlaced
7.1,0,1,1,78,4.28,No,No,74,76,10,NotPlaced
7.08,0,2,2,75,3.86,No,No,59,68,7,NotPlaced
8.31,2,3,1,84,4.4,Yes,Yes,69,75,23,Placed
7.43,2,2,2,89,4.8,Yes,Yes,74,88,17,Placed
8.34,2,3,0,86,4.46,Yes,Yes,71,82,25,Placed
7.56,0,3,2,83,4.43,Yes,Yes,83,78,16,Placed
8.18,1,2,1,66,4.65,No,No,62,71,10,NotPlaced
7.75,2,2,1,75,4.44,No,Yes,65,76,6,NotPlaced
8.14,2,3,1,90,4.31,Yes,Yes,68,78,20,Placed
7.79,2,3,2,87,4.13,Yes,Yes,76,82,25,Placed
7.21,1,2,0,75,4.8,Yes,Yes,66,74,7,NotPlaced
7.36,2,2,0,77,3.99,No,No,65,78,5,NotPlaced
8.3,0,3,2,82,4.69,Yes,Yes,75,77,13,Placed
7.78,0,2,2,84,4.7,Yes,Yes,63,76,17,Placed
7.14,2,1,1,86,3.9,No,No,65,70,11,NotPlaced
8.32,1,3,2,84,4.8,Yes,Yes,77,83,19,Placed
7.62,2,3,2,89,4.13,Yes,Yes,76,84,24,Placed
7.57,1,2,1,79,4.07,No,No,55,75,15,NotPlaced
7.86,1,3,2,75,4.4,No,No,64,64,10,NotPlaced
7.54,1,3,0,73,3.98,No,Yes,62,66,10,NotPlaced
7.45,1,3,0,81,4.44,No,No,69,66,12,NotPlaced
7.84,1,2,0,85,4.16,Yes,Yes,64,81,23,Placed
7.32,1,1,2,75,3.87,No,No,63,62,12,NotPlaced
7.93,2,1,2,73,3.94,No,No,75,67,7,NotPlaced
7.79,0,2,0,71,4.8,Yes,No,63,76,15,NotPlaced
7.65,1,1,2,72,3.8,No,No,67,76,4,NotPlaced
7.87,0,1,0,69,4.26,No,No,72,67,17,NotPlaced
6.85,0,3,2,87,4.32,No,No,67,72,11,NotPlaced
7.38,0,3,0,80,4.25,No,Yes,55,65,15,NotPlaced
7.63,1,1,2,69,4.63,No,Yes,60,70,17,NotPlaced
8.14,1,3,2,85,4.45,Yes,Yes,68,81,22,Placed
7.13,0,1,2,77,4.65,No,Yes,69,74,7,NotPlaced
7.59,1,3,1,78,4.16,No,Yes,70,76,10,NotPlaced
7.44,2,3,1,83,4.67,Yes,Yes,75,84,24,Placed
6.83,1,3,1,77,4.38,No,Yes,58,69,2,NotPlaced
8.4,1,1,1,71,4.7,No,Yes,60,73,9,NotPlaced
6.86,1,2,2,71,3.02,Yes,No,55,72,10,NotPlaced
7.97,2,3,0,82,4.8,Yes,Yes,88,85,24,Placed
7.65,1,2,2,84,4.72,Yes,No,65,74,22,Placed
7.67,2,3,2,72,4.22,No,Yes,78,76,14,NotPlaced
7.66,1,3,0,79,3.72,No,Yes,70,74,14,NotPlaced
7.22,0,1,0,77,4.19,No,Yes,70,63,8,NotPlaced
7.49,1,2,1,72,3.91,No,Yes,74,68,15,NotPlaced
7.87,1,3,1,83,3.55,No,Yes,70,78,13,NotPlaced
7.4,2,1,2,79,4.47,No,Yes,69,66,4,NotPlaced
7.16,1,3,0,83,4.34,No,Yes,76,75,7,NotPlaced
7.97,2,3,2,85,4.63,Yes,Yes,72,80,25,Placed
8.44,1,3,0,84,4.34,Yes,No,82,85,15,Placed
7.3,1,1,0,81,3.9,Yes,Yes,67,71,9,NotPlaced
7.94,1,2,2,79,4.44,Yes,Yes,67,78,25,Placed
6.94,2,2,1,70,3.76,No,No,72,68,14,NotPlaced
8.19,0,3,1,81,4.43,Yes,Yes,69,65,26,Placed
7.74,1,1,2,75,4.18,No,Yes,69,65,5,NotPlaced
7.95,1,1,2,77,4.71,No,Yes,69,68,15,NotPlaced
6.88,1,3,2,70,4.4,No,Yes,66,69,10,NotPlaced
8.39,1,2,2,77,4.53,No,Yes,57,64,15,NotPlaced
